0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	1	2	0	2	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	2	0	2	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0	2	0	1	0	0	1	0
4	0	0	2	0	2	0	2	1	0	0	0	1	4	0	1	0	2	1	3	1	2	0	1	0	0	2	1	3	1	0	1	1	2	2	3	1	4	1	0	4	0	1	1	1	0	2	3	1	0	1	0	1	0	3	1	1	1	2	0	1	1	0	1	2	0	0	0	1	0	1	1	0	1	2	0	1	0	1	2	0	1	1	2	2	0	0	0	0	2	0	1	1	1	0	0	0	1	1	2
0	0	2	1	3	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	2	1	1	3	1	1	0	2	0	1	0	3	0	0	1	1	0	1	0	0	2	1	0	0	2	1	0	0	1	0	0	0	1	0	1	1	1	0	2	0	1	0	2	2	6	1	1	2	1	0	0	1	2	0	0	0	2	1	0	1	0	3	4	1	0	0	1	1	2	1	0	3	2	0	0	0	1
8	0	0	7	0	2	2	0	0	2	0	1	1	0	4	1	0	0	0	1	3	5	0	1	1	1	3	0	2	0	1	1	4	0	1	2	0	3	3	0	1	1	0	4	2	0	6	5	3	1	5	0	1	2	2	0	0	0	4	2	0	5	3	1	0	0	0	3	0	0	4	0	1	4	4	1	4	2	3	4	2	0	8	1	6	0	2	2	0	0	0	3	0	0	2	3	0	2	3	4
7	0	2	3	3	8	0	1	0	1	0	0	0	1	1	0	0	3	4	1	1	2	0	4	0	0	6	1	7	2	0	2	3	2	5	3	1	6	4	0	3	0	2	0	1	0	7	5	4	0	2	0	0	0	6	3	5	3	0	0	4	3	3	2	6	3	1	9	3	2	7	2	0	0	2	0	1	4	1	3	1	0	1	4	7	4	6	0	1	9	5	7	1	1	3	3	0	1	2	9
14	0	6	8	2	5	5	3	2	2	0	2	0	3	1	0	0	2	4	3	8	7	1	3	3	1	10	0	2	0	2	1	7	2	6	3	0	7	2	1	6	1	2	5	3	0	7	4	5	0	3	1	0	4	3	5	4	4	11	3	2	1	8	2	4	1	1	6	1	1	5	5	0	3	4	3	8	4	1	3	5	1	7	2	16	7	2	3	1	8	1	6	4	0	7	4	0	1	4	2
15	0	3	7	2	19	2	9	0	3	0	3	0	3	8	1	0	1	7	5	10	7	4	6	1	2	19	0	12	1	5	4	9	5	8	5	3	18	7	0	4	1	4	7	4	0	17	11	4	2	11	0	0	2	11	7	7	2	12	1	4	4	5	3	5	1	5	15	7	2	7	6	2	8	5	1	8	4	4	6	2	0	13	3	20	3	10	1	0	8	2	11	2	3	6	9	0	0	6	15
24	0	7	24	4	21	1	2	0	9	0	0	1	8	6	4	0	5	6	6	4	8	2	10	5	3	17	0	14	5	7	2	14	4	12	2	0	32	10	0	5	4	4	0	3	0	23	9	8	2	5	4	0	5	20	7	5	4	19	4	7	5	16	4	9	0	5	9	3	3	17	8	1	5	11	2	13	8	5	11	5	1	11	2	17	20	9	6	4	21	3	14	1	2	11	5	0	7	4	21
22	0	15	19	10	13	5	4	6	3	0	3	1	9	15	2	0	3	12	8	23	15	5	11	4	2	29	1	21	2	11	6	21	5	8	17	1	23	10	2	14	2	6	12	6	0	23	20	11	0	24	0	1	3	14	4	20	7	25	3	16	15	13	6	13	5	1	23	2	0	13	15	1	13	14	6	12	12	8	10	8	0	20	8	42	22	16	5	3	21	8	24	4	1	20	4	0	7	5	25
51	0	15	45	15	33	2	10	0	9	0	8	0	12	17	1	0	5	17	12	17	30	7	13	3	0	46	3	36	3	9	9	24	7	20	13	5	49	22	0	14	4	6	13	8	0	43	20	8	4	24	1	0	5	22	17	21	4	45	7	13	8	19	15	25	4	7	22	5	8	20	24	2	11	17	3	21	26	14	20	6	2	37	8	47	20	19	8	2	35	10	24	3	5	31	12	0	3	7	27
66	0	26	56	18	44	8	11	4	11	0	4	1	20	33	6	0	6	17	11	30	30	8	25	13	4	73	0	46	9	35	11	32	14	26	27	2	74	23	2	11	9	19	17	10	0	59	28	24	3	31	6	0	8	34	8	33	12	56	10	12	12	34	9	33	5	12	39	9	6	34	20	5	18	29	14	36	23	18	27	10	2	47	18	86	51	26	14	4	37	14	40	8	2	43	14	0	6	10	45
86	0	33	56	21	80	8	21	6	20	0	9	5	22	43	9	0	13	37	19	41	57	10	28	11	3	104	3	65	8	31	15	66	12	35	28	3	85	28	3	30	6	12	27	15	0	69	50	23	9	45	4	0	18	37	22	50	13	75	7	38	33	52	11	38	5	9	67	15	6	43	46	7	38	31	15	49	42	34	39	12	4	56	16	114	94	47	14	5	66	17	68	4	5	55	11	0	10	18	69
